subject_id,date,trial_num,condition,correct,rt
im07,2020/02/17 16:00:01,1,SOL_down,True,1.7166666666666666
im07,2020/02/17 16:00:01,2,DO_up,True,1.15
im07,2020/02/17 16:00:01,3,MI_down,True,1.4666666666666666
im07,2020/02/17 16:00:01,4,SOL_up,True,0.9333333333333333
im07,2020/02/17 16:00:01,5,MI_up,False,1.1666666666666667
im07,2020/02/17 16:00:01,6,DO_up,True,1.3833333333333333
im07,2020/02/17 16:00:01,7,MI_down,True,1.0833333333333333
im07,2020/02/17 16:00:01,8,SOL_down,True,1.2666666666666666
im07,2020/02/17 16:00:01,9,DO_down,True,0.9333333333333333
im07,2020/02/17 16:00:01,10,SOL_down,False,1.1833333333333333
im07,2020/02/17 16:00:01,11,DO_down,True,0.8166666666666667
im07,2020/02/17 16:00:01,12,DO_up,True,1.1
im07,2020/02/17 16:00:01,13,SOL_down,True,1.4
im07,2020/02/17 16:00:01,14,MI_up,True,1.2
im07,2020/02/17 16:00:01,15,SOL_up,True,1.0166666666666666
im07,2020/02/17 16:00:01,16,MI_down,True,0.95
im07,2020/02/17 16:00:01,17,DO_down,True,0.8666666666666667
im07,2020/02/17 16:00:01,18,MI_down,True,1.3166666666666667
im07,2020/02/17 16:00:01,19,DO_down,True,0.9333333333333333
im07,2020/02/17 16:00:01,20,SOL_up,True,0.6833333333333333
im07,2020/02/17 16:00:01,21,SOL_down,True,0.7833333333333333
im07,2020/02/17 16:00:01,22,SOL_up,True,0.9166666666666666
im07,2020/02/17 16:00:01,23,DO_up,True,1.6833333333333333
im07,2020/02/17 16:00:01,24,MI_up,True,1.3
im07,2020/02/17 16:00:01,25,SOL_down,True,1.0333333333333334
im07,2020/02/17 16:00:01,26,MI_down,True,0.8333333333333334
im07,2020/02/17 16:00:01,27,DO_up,True,1.1333333333333333
im07,2020/02/17 16:00:01,28,SOL_up,True,0.95
im07,2020/02/17 16:00:01,29,MI_up,True,1.6666666666666667
im07,2020/02/17 16:00:01,30,SOL_down,True,0.9
im07,2020/02/17 16:00:01,31,MI_up,True,1.3833333333333333
im07,2020/02/17 16:00:01,32,SOL_down,True,0.8833333333333333
im07,2020/02/17 16:00:01,33,DO_up,False,1.4666666666666666
im07,2020/02/17 16:00:01,34,MI_up,True,1.3166666666666667
im07,2020/02/17 16:00:01,35,DO_up,False,0.8166666666666667
im07,2020/02/17 16:00:01,36,MI_down,True,0.9666666666666667
im07,2020/02/17 16:00:01,37,DO_down,True,0.8833333333333333
im07,2020/02/17 16:00:01,38,DO_up,True,1.4166666666666667
im07,2020/02/17 16:00:01,39,MI_down,True,1.2666666666666666
im07,2020/02/17 16:00:01,40,DO_down,True,0.7666666666666667
im07,2020/02/17 16:00:01,41,MI_down,True,1.1
im07,2020/02/17 16:00:01,42,MI_up,True,0.9666666666666667
im07,2020/02/17 16:00:01,43,DO_down,True,1.0833333333333333
im07,2020/02/17 16:00:01,44,SOL_up,True,0.9166666666666666
im07,2020/02/17 16:00:01,45,MI_up,True,1.2666666666666666
im07,2020/02/17 16:00:01,46,SOL_up,True,1.1833333333333333
im07,2020/02/17 16:00:01,47,DO_down,True,0.9333333333333333
im07,2020/02/17 16:00:01,48,SOL_up,True,0.9
