"","participant","base_note","direction","rt"
"717","ies17","SOL","down",1.07619047619048
"718","ies18","SOL","down",0.55
"719","ies19","SOL","down",0.395833333333333
"720","ies20","SOL","down",0.858333333333333
"721","ies21","SOL","down",0.5625
"722","ies22","SOL","down",1.1047619047619
"723","ies23","SOL","down",0.521428571428571
"724","ies24","SOL","down",1.45
"725","ies25","SOL","down",0.458333333333333
"726","ies26","SOL","down",0.554166666666667
"727","ies27","SOL","down",0.560416666666667
"728","ies28","SOL","down",1.11875
"729","ies29","SOL","down",0.775
"730","ies30","SOL","down",0.585416666666667
"731","ies31","SOL","down",0.692857142857143
"732","ies32","SOL","down",1.19285714285714
"733","ies33","SOL","down",0.520833333333333
"734","ims01","SOL","down",1.12222222222222
"735","ims02","SOL","down",1.07777777783333
"736","ims03","SOL","down",1.0366666666
"737","ims04","SOL","down",0.383333333333333
"738","ims05","SOL","down",0.489583333333333
"739","ims06","SOL","down",1.29285714285714
"740","ims07","SOL","down",1.14047619047619
"741","ims08","SOL","down",1.475
"742","ims09","SOL","down",0.564583333333333
"743","ims10","SOL","down",0.85952380952381
"744","ims11","SOL","down",1.13095238095238
"745","ims12","SOL","down",1.47777777777778
"746","ims13","SOL","down",1.44
"747","ims14","SOL","down",0.902083333333333
"748","ims15","SOL","down",1.42777777777778
"749","ims16","SOL","down",0.604166666666667
"750","ims17","SOL","down",0.966666666666667
"751","ims18","SOL","down",0.588888888888889
"752","ims19","SOL","down",0.85
"753","ims20","SOL","down",1.43333333333333
"754","ims21","SOL","down",0.697619047619048
"755","ims22","SOL","down",0.864285714285714
"756","ims23","SOL","down",0.799999999857143
"757","ims24","SOL","down",0.98
"758","ims25","SOL","down",0.547916666666667
"759","ims26","SOL","down",1.525
"760","ims27","SOL","down",1.3125
"761","ims28","SOL","down",1.2875
"762","ims29","SOL","down",0.910416666666667
"763","ims30","SOL","down",0.880555555555556
"764","ims31","SOL","down",1.00277777777778
"765","ims32","SOL","down",1.16458333333333
"766","mon01","SOL","down",1.28095238095238
"767","mon02","SOL","down",0.666666666666667
"768","mon03","SOL","down",0.688888888888889
"769","mon04","SOL","down",0.85625
"770","mon05","SOL","down",0.693333333333333
"771","mon06","SOL","down",0.329166666666667
"772","mon07","SOL","down",0.702380952380952
"773","mon08","SOL","down",0.619444444444444
"774","mon09","SOL","down",0.814583333333333
"775","mon10","SOL","down",0.970833333333333
"776","mon11","SOL","down",0.645833333333333
"777","mon12","SOL","down",1.03333333333333
"778","mon13","SOL","down",1.01666666666667
"779","mon14","SOL","down",0.702083333333333
"780","mon15","SOL","down",0.241666666666667
"781","mon16","SOL","down",0.43125
"782","mon17","SOL","down",0.464583333333333
"783","mon18","SOL","down",0.744444444444444
"784","mon19","SOL","down",0.552083333333333
"785","mon20","SOL","down",1.35625
"786","mon21","SOL","down",0.616666666666667
"787","mon22","SOL","down",0.5
"788","mon23","SOL","down",0.236111111111111
"789","mon24","SOL","down",0.6
"790","mon25","SOL","down",0.775
"791","mon26","SOL","down",1.45238095238095
"792","mon27","SOL","down",NA
"793","mon28","SOL","down",0.908333333333333
"794","mon29","SOL","down",0.430952380952381
"795","mon30","SOL","down",1.15416666666667
"796","aes01","SOL","up",0.514583333333333
"797","aes02","SOL","up",0.491666666666667
"798","aes03","SOL","up",0.816666666666667
"799","aes04","SOL","up",0.6625
"800","aes05","SOL","up",0.479166666666667
"801","aes06","SOL","up",0.35
"802","aes07","SOL","up",0.819047619047619
"803","aes08","SOL","up",0.520833333333333
"804","aes09","SOL","up",0.454166666666667
"805","aes10","SOL","up",0.685416666666667
"806","aes11","SOL","up",0.689583333333333
"807","aes12","SOL","up",1.08125
"808","aes13","SOL","up",1.01666666666667
"809","aes14","SOL","up",0.39375
"810","aes15","SOL","up",1.625
"811","aes16","SOL","up",0.354166666666667
"812","aes17","SOL","up",0.325
"813","aes18","SOL","up",0.48125
"814","aes19","SOL","up",0.489583333333333
"815","aes20","SOL","up",0.477083333333333
"816","aes21","SOL","up",1.01875
"817","aes22","SOL","up",0.595833333333333
"818","aes23","SOL","up",0.385416666666667
"819","aes24","SOL","up",0.6625
"820","aes25","SOL","up",0.464583333333333
"821","aes26","SOL","up",0.529166666666667
"822","aes27","SOL","up",1.18541666666667
"823","aes28","SOL","up",0.377083333333333
"824","aes29","SOL","up",0.516666666666667
"825","aes30","SOL","up",0.296666666666667
"826","aes31","SOL","up",0.539583333333333
"827","aes32","SOL","up",0.870833333333333
"828","ams01","SOL","up",0.591666666666667
"829","ams02","SOL","up",1.23333333333333
"830","ams03","SOL","up",0.44375
"831","ams04","SOL","up",0.495833333333333
"832","ams05","SOL","up",1.1625
"833","ams06","SOL","up",0.63125
"834","ams07","SOL","up",0.508333333333333
"835","ams08","SOL","up",0.91875
"836","ams09","SOL","up",1.16666666666667
"837","ams10","SOL","up",0.935416666666667
"838","ams11","SOL","up",1.00416666666667
"839","ams12","SOL","up",0.65625
"840","ams13","SOL","up",0.389583333333333
"841","ams14","SOL","up",0.55625
"842","ams15","SOL","up",0.735416666666667
"843","ams16","SOL","up",0.427083333333333
"844","ams17","SOL","up",0.395833333333333
"845","ams18","SOL","up",0.572916666666667
"846","ams19","SOL","up",0.8125
"847","ams20","SOL","up",0.96875
"848","ams21","SOL","up",0.5875
"849","ams22","SOL","up",0.38125
"850","ams23","SOL","up",0.479166666666667
"851","ams24","SOL","up",0.6125
"852","ams25","SOL","up",0.525
"853","ams26","SOL","up",0.677083333333333
"854","ams27","SOL","up",0.55
"855","ams28","SOL","up",0.920833333333333
"856","ams29","SOL","up",0.445833333333333
"857","ams30","SOL","up",0.854166666666667
"858","ams31","SOL","up",1.0375
"859","ams32","SOL","up",1.2125
"860","ies01","SOL","up",0.439583333333333
"861","ies02","SOL","up",0.673333333333333
"862","ies03","SOL","up",0.416666666666667
"863","ies04","SOL","up",0.747916666666667
"864","ies05","SOL","up",0.4125
"865","ies06","SOL","up",0.43125
"866","ies07","SOL","up",0.533333333333333
"867","ies08","SOL","up",0.439583333333333
"868","ies09","SOL","up",0.525
"869","ies10","SOL","up",0.697916666666667
"870","ies11","SOL","up",0.39375
"871","ies12","SOL","up",0.7875
"872","ies13","SOL","up",0.485416666666667
"873","ies14","SOL","up",0.85625
"874","ies15","SOL","up",0.939583333333333
"875","ies16","SOL","up",0.791666666666667
"876","ies17","SOL","up",0.723809523809524
"877","ies18","SOL","up",0.729166666666667
"878","ies19","SOL","up",0.39375
"879","ies20","SOL","up",0.779166666666667
"880","ies21","SOL","up",0.425
"881","ies22","SOL","up",0.795833333333333
"882","ies23","SOL","up",0.427083333333333
"883","ies24","SOL","up",1.31666666666667
"884","ies25","SOL","up",0.410416666666667
"885","ies26","SOL","up",0.564583333333333
"886","ies27","SOL","up",0.458333333333333
"887","ies28","SOL","up",1.1375
"888","ies29","SOL","up",0.858333333333333
"889","ies30","SOL","up",0.589583333333333
"890","ies31","SOL","up",0.689583333333333
"891","ies32","SOL","up",1.04047619047619
"892","ies33","SOL","up",0.385416666666667
"893","ims01","SOL","up",0.8125
"894","ims02","SOL","up",0.923809523714286
"895","ims03","SOL","up",0.3125
"896","ims04","SOL","up",0.379166666666667
"897","ims05","SOL","up",0.441666666666667
"898","ims06","SOL","up",0.5625
"899","ims07","SOL","up",0.9375
"900","ims08","SOL","up",1.17142857142857
"901","ims09","SOL","up",0.489583333333333
"902","ims10","SOL","up",0.641666666666667
"903","ims11","SOL","up",0.710416666666667
"904","ims12","SOL","up",1.15952380952381
"905","ims13","SOL","up",0.964285714285714
"906","ims14","SOL","up",0.635416666666667
"907","ims15","SOL","up",0.68125
"908","ims16","SOL","up",0.4625
"909","ims17","SOL","up",0.877083333333333
"910","ims18","SOL","up",0.960416666666667
"911","ims19","SOL","up",0.477083333333333
"912","ims20","SOL","up",0.810416666666667
"913","ims21","SOL","up",0.604166666666667
"914","ims22","SOL","up",0.627083333333333
"915","ims23","SOL","up",0.545833333375
"916","ims24","SOL","up",1.18095238095238
"917","ims25","SOL","up",0.727083333333333
"918","ims26","SOL","up",0.9
"919","ims27","SOL","up",1.41458333333333
"920","ims28","SOL","up",1.24375
"921","ims29","SOL","up",0.652083333333333
"922","ims30","SOL","up",0.73125
"923","ims31","SOL","up",0.658333333333333
"924","ims32","SOL","up",0.983333333333333
"925","mon01","SOL","up",1.23958333333333
"926","mon02","SOL","up",0.5625
"927","mon03","SOL","up",0.579166666666667
"928","mon04","SOL","up",0.647916666666667
"929","mon05","SOL","up",NA
"930","mon06","SOL","up",0.227083333333333
"931","mon07","SOL","up",0.602083333333333
"932","mon08","SOL","up",0.41875
"933","mon09","SOL","up",0.635416666666667
"934","mon10","SOL","up",0.73125
"935","mon11","SOL","up",0.641666666666667
"936","mon12","SOL","up",0.929166666666667
"937","mon13","SOL","up",0.725
"938","mon14","SOL","up",0.620833333333333
"939","mon15","SOL","up",0.264285714285714
"940","mon16","SOL","up",0.51875
"941","mon17","SOL","up",0.4
"942","mon18","SOL","up",0.36875
"943","mon19","SOL","up",NA
"944","mon20","SOL","up",NA
"945","mon21","SOL","up",NA
"946","mon22","SOL","up",0.7375
"947","mon23","SOL","up",0.169444444444444
"948","mon24","SOL","up",0.46875
"949","mon25","SOL","up",0.483333333333333
"950","mon26","SOL","up",0.672916666666667
"951","mon27","SOL","up",0.127083333333333
"952","mon28","SOL","up",0.616666666666667
"953","mon29","SOL","up",0.386111111111111
"954","mon30","SOL","up",0.827083333333333
