"","participant","trial","bin","AVERAGE_IA_0_SAMPLE_COUNT","AVERAGE_IA_0_SAMPLE_COUNT_%","target_count","target_prop","AVERAGE_IA_2_SAMPLE_COUNT","AVERAGE_IA_2_SAMPLE_COUNT_%","IA_1_ID","IA_2_ID","IA_0_ID","ACCURACY","RT","cond","distractor","sentence_id","lex_freq","phonot_freq","sentence","offset_prev_word","onset_v1","onset_c2","onset_c3","onset_v2","offset_target","endSentence","target","version","group","bin_adj"
"1","aes01",89,127,0,0,10,1,0,0,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2003,1,"cortÃ³","S01_C1",5696,1.3503,"El agente corta los materiales",743,865,965,1072,1087,1154,2297,"corta",3,"aes",107
"2","aes03",43,127,0,0,10,1,0,0,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2043,1,"cortÃ³","S01_C1",5696,1.3503,"El agente corta los materiales",743,865,965,1072,1087,1154,2297,"corta",1,"aes",107
"3","aes05",41,127,0,0,0,0,10,1,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2113,1,"cortÃ³","S01_C1",5696,1.3503,"El agente corta los materiales",743,865,965,1072,1087,1154,2297,"corta",3,"aes",107
"4","aes07",86,127,0,0,0,0,10,1,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2385,1,"cortÃ³","S01_C1",5696,1.3503,"El agente corta los materiales",743,865,965,1072,1087,1154,2297,"corta",1,"aes",107
"5","aes09",17,127,0,0,0,0,10,1,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,3229,1,"cortÃ³","S01_C1",5696,1.3503,"El agente corta los materiales",743,865,965,1072,1087,1154,2297,"corta",3,"aes",107
"6","aes11",32,127,0,0,0,0,10,1,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2374,1,"cortÃ³","S01_C1",5696,1.3503,"El agente corta los materiales",743,865,965,1072,1087,1154,2297,"corta",1,"aes",107
"7","aes13",100,127,0,0,10,1,0,0,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2355,1,"cortÃ³","S01_C1",5696,1.3503,"El agente corta los materiales",743,865,965,1072,1087,1154,2297,"corta",3,"aes",107
"8","aes15",89,127,0,0,10,1,0,0,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,3393,1,"cortÃ³","S01_C1",5696,1.3503,"El agente corta los materiales",743,865,965,1072,1087,1154,2297,"corta",1,"aes",107
"9","aes17",24,127,0,0,0,0,10,1,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2167,1,"cortÃ³","S01_C1",5696,1.3503,"El agente corta los materiales",743,865,965,1072,1087,1154,2297,"corta",3,"aes",107
"10","aes19",65,127,0,0,0,0,10,1,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2092,1,"cortÃ³","S01_C1",5696,1.3503,"El agente corta los materiales",743,865,965,1072,1087,1154,2297,"corta",1,"aes",107
"11","aes21",66,127,8,0.8,0,0,2,0.2,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2206,1,"cortÃ³","S01_C1",5696,1.3503,"El agente corta los materiales",743,865,965,1072,1087,1154,2297,"corta",3,"aes",107
"12","ams01",65,127,0,0,10,1,0,0,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2633,1,"cortÃ³","S01_C1",5696,1.3503,"El agente corta los materiales",743,865,965,1072,1087,1154,2297,"corta",1,"ams",107
"13","ams03",69,127,0,0,0,0,10,1,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2540,1,"cortÃ³","S01_C1",5696,1.3503,"El agente corta los materiales",743,865,965,1072,1087,1154,2297,"corta",3,"ams",107
"14","ams05",20,127,0,0,0,0,10,1,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,3025,1,"cortÃ³","S01_C1",5696,1.3503,"El agente corta los materiales",743,865,965,1072,1087,1154,2297,"corta",1,"ams",107
"15","ams07",21,127,0,0,0,0,10,1,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2252,1,"cortÃ³","S01_C1",5696,1.3503,"El agente corta los materiales",743,865,965,1072,1087,1154,2297,"corta",3,"ams",107
"16","ams09",71,127,0,0,0,0,10,1,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2421,1,"cortÃ³","S01_C1",5696,1.3503,"El agente corta los materiales",743,865,965,1072,1087,1154,2297,"corta",1,"ams",107
"17","ams11",7,127,0,0,10,1,0,0,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2507,1,"cortÃ³","S01_C1",5696,1.3503,"El agente corta los materiales",743,865,965,1072,1087,1154,2297,"corta",3,"ams",107
"18","ams13",74,127,0,0,0,0,10,1,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2546,1,"cortÃ³","S01_C1",5696,1.3503,"El agente corta los materiales",743,865,965,1072,1087,1154,2297,"corta",1,"ams",107
"19","ams15",15,127,0,0,0,0,10,1,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2623,1,"cortÃ³","S01_C1",5696,1.3503,"El agente corta los materiales",743,865,965,1072,1087,1154,2297,"corta",3,"ams",107
"20","ams17",25,127,0,0,10,1,0,0,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2398,1,"cortÃ³","S01_C1",5696,1.3503,"El agente corta los materiales",743,865,965,1072,1087,1154,2297,"corta",1,"ams",107
"21","ams19",34,127,0,0,10,1,0,0,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2363,1,"cortÃ³","S01_C1",5696,1.3503,"El agente corta los materiales",743,865,965,1072,1087,1154,2297,"corta",3,"ams",107
"22","ies01",58,127,0,0,10,1,0,0,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2188,1,"cortÃ³","S01_C1",5696,1.3503,"El agente corta los materiales",743,865,965,1072,1087,1154,2297,"corta",1,"ies",107
"23","ies03",37,127,0,0,0,0,10,1,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2062,1,"cortÃ³","S01_C1",5696,1.3503,"El agente corta los materiales",743,865,965,1072,1087,1154,2297,"corta",3,"ies",107
"24","ies05",6,127,0,0,0,0,10,1,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2341,1,"cortÃ³","S01_C1",5696,1.3503,"El agente corta los materiales",743,865,965,1072,1087,1154,2297,"corta",1,"ies",107
"25","ies07",40,127,0,0,0,0,10,1,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2485,1,"cortÃ³","S01_C1",5696,1.3503,"El agente corta los materiales",743,865,965,1072,1087,1154,2297,"corta",3,"ies",107
"26","ies09",51,127,0,0,0,0,10,1,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2264,1,"cortÃ³","S01_C1",5696,1.3503,"El agente corta los materiales",743,865,965,1072,1087,1154,2297,"corta",1,"ies",107
"27","ies11",74,127,0,0,10,1,0,0,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2322,1,"cortÃ³","S01_C1",5696,1.3503,"El agente corta los materiales",743,865,965,1072,1087,1154,2297,"corta",3,"ies",107
"28","ims01",80,127,0,0,10,1,0,0,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2320,1,"cortÃ³","S01_C1",5696,1.3503,"El agente corta los materiales",743,865,965,1072,1087,1154,2297,"corta",3,"ims",107
"29","ims03",42,127,0,0,0,0,10,1,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2018,1,"cortÃ³","S01_C1",5696,1.3503,"El agente corta los materiales",743,865,965,1072,1087,1154,2297,"corta",3,"ims",107
"30","ims05",38,127,0,0,10,1,0,0,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2635,1,"cortÃ³","S01_C1",5696,1.3503,"El agente corta los materiales",743,865,965,1072,1087,1154,2297,"corta",3,"ims",107
"31","ims07",39,127,0,0,10,1,0,0,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2468,1,"cortÃ³","S01_C1",5696,1.3503,"El agente corta los materiales",743,865,965,1072,1087,1154,2297,"corta",1,"ims",107
"32","ims09",96,127,0,0,0,0,10,1,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2135,1,"cortÃ³","S01_C1",5696,1.3503,"El agente corta los materiales",743,865,965,1072,1087,1154,2297,"corta",3,"ims",107
"33","ims11",68,127,0,0,10,1,0,0,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2127,1,"cortÃ³","S01_C1",5696,1.3503,"El agente corta los materiales",743,865,965,1072,1087,1154,2297,"corta",1,"ims",107
"34","ims13",51,127,0,0,0,0,10,1,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2736,1,"cortÃ³","S01_C1",5696,1.3503,"El agente corta los materiales",743,865,965,1072,1087,1154,2297,"corta",3,"ims",107
"35","mon01",70,127,0,0,10,1,0,0,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2492,1,"cortÃ³","S01_C1",5696,1.3503,"El agente corta los materiales",743,865,965,1072,1087,1154,2297,"corta",1,"mon",107
"36","mon03",20,127,0,0,0,0,10,1,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2370,1,"cortÃ³","S01_C1",5696,1.3503,"El agente corta los materiales",743,865,965,1072,1087,1154,2297,"corta",3,"mon",107
"37","mon05",65,127,0,0,10,1,0,0,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2173,1,"cortÃ³","S01_C1",5696,1.3503,"El agente corta los materiales",743,865,965,1072,1087,1154,2297,"corta",1,"mon",107
"38","mon07",29,127,0,0,10,1,0,0,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2284,1,"cortÃ³","S01_C1",5696,1.3503,"El agente corta los materiales",743,865,965,1072,1087,1154,2297,"corta",3,"mon",107
"39","mon09",51,127,0,0,10,1,0,0,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2171,1,"cortÃ³","S01_C1",5696,1.3503,"El agente corta los materiales",743,865,965,1072,1087,1154,2297,"corta",1,"mon",107
"40","mon11",90,127,0,0,10,1,0,0,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2257,1,"cortÃ³","S01_C1",5696,1.3503,"El agente corta los materiales",743,865,965,1072,1087,1154,2297,"corta",3,"mon",107
"41","mon13",12,127,10,1,0,0,0,0,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2195,1,"cortÃ³","S01_C1",5696,1.3503,"El agente corta los materiales",743,865,965,1072,1087,1154,2297,"corta",1,"mon",107
"42","mon15",64,127,0,0,0,0,10,1,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2392,1,"cortÃ³","S01_C1",5696,1.3503,"El agente corta los materiales",743,865,965,1072,1087,1154,2297,"corta",3,"mon",107
"43","mon17",78,127,0,0,0,0,10,1,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2210,1,"cortÃ³","S01_C1",5696,1.3503,"El agente corta los materiales",743,865,965,1072,1087,1154,2297,"corta",1,"mon",107
"44","mon19",100,127,0,0,10,1,0,0,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2614,1,"cortÃ³","S01_C1",5696,1.3503,"El agente corta los materiales",743,865,965,1072,1087,1154,2297,"corta",3,"mon",107
"45","mon21",63,127,0,0,0,0,10,1,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2089,1,"cortÃ³","S01_C1",5696,1.3503,"El agente corta los materiales",743,865,965,1072,1087,1154,2297,"corta",1,"mon",107
"46","mon23",52,127,0,0,10,1,0,0,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2095,1,"cortÃ³","S01_C1",5696,1.3503,"El agente corta los materiales",743,865,965,1072,1087,1154,2297,"corta",3,"mon",107
"47","mon25",61,127,0,0,10,1,0,0,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2023,1,"cortÃ³","S01_C1",5696,1.3503,"El agente corta los materiales",743,865,965,1072,1087,1154,2297,"corta",1,"mon",107
"48","mon27",6,127,0,0,10,1,0,0,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2404,1,"cortÃ³","S01_C1",5696,1.3503,"El agente corta los materiales",743,865,965,1072,1087,1154,2297,"corta",3,"mon",107
"49","mon29",48,127,0,0,0,0,10,1,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2010,1,"cortÃ³","S01_C1",5696,1.3503,"El agente corta los materiales",743,865,965,1072,1087,1154,2297,"corta",1,"mon",107
"50","aes02",98,129,0,0,0,0,0,0,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2849,2,"cortÃ³","S01_C2",1427,1.2971,"El agente cortÃ³ los materiales",750,852,934,1093,1102,1214,2367,"corta",4,"aes",109
"51","aes04",47,129,0,0,10,1,0,0,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2306,2,"corta","S01_C2",1427,1.2971,"El agente cortÃ³ los materiales",750,852,934,1093,1102,1214,2367,"cortÃ³",2,"aes",109
"52","aes06",64,129,0,0,10,1,0,0,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2469,2,"cortÃ³","S01_C2",1427,1.2971,"El agente cortÃ³ los materiales",750,852,934,1093,1102,1214,2367,"corta",4,"aes",109
"53","aes08",53,129,0,0,10,1,0,0,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2064,2,"corta","S01_C2",1427,1.2971,"El agente cortÃ³ los materiales",750,852,934,1093,1102,1214,2367,"cortÃ³",2,"aes",109
"54","aes10",10,129,0,0,0,0,10,1,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2719,2,"cortÃ³","S01_C2",1427,1.2971,"El agente cortÃ³ los materiales",750,852,934,1093,1102,1214,2367,"corta",4,"aes",109
"55","aes12",72,129,0,0,10,1,0,0,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2071,2,"corta","S01_C2",1427,1.2971,"El agente cortÃ³ los materiales",750,852,934,1093,1102,1214,2367,"cortÃ³",2,"aes",109
"56","aes14",26,129,0,0,10,1,0,0,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2337,2,"cortÃ³","S01_C2",1427,1.2971,"El agente cortÃ³ los materiales",750,852,934,1093,1102,1214,2367,"corta",4,"aes",109
"57","aes16",62,129,0,0,10,1,0,0,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2543,2,"corta","S01_C2",1427,1.2971,"El agente cortÃ³ los materiales",750,852,934,1093,1102,1214,2367,"cortÃ³",2,"aes",109
"58","aes18",18,129,5,0.5,0,0,5,0.5,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2537,2,"cortÃ³","S01_C2",1427,1.2971,"El agente cortÃ³ los materiales",750,852,934,1093,1102,1214,2367,"corta",4,"aes",109
"59","aes20",86,129,0,0,0,0,10,1,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2348,2,"corta","S01_C2",1427,1.2971,"El agente cortÃ³ los materiales",750,852,934,1093,1102,1214,2367,"cortÃ³",2,"aes",109
"60","ams02",26,129,0,0,0,0,0,0,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2011,2,"corta","S01_C2",1427,1.2971,"El agente cortÃ³ los materiales",750,852,934,1093,1102,1214,2367,"cortÃ³",2,"ams",109
"61","ams04",64,129,0,0,10,1,0,0,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2134,2,"cortÃ³","S01_C2",1427,1.2971,"El agente cortÃ³ los materiales",750,852,934,1093,1102,1214,2367,"corta",4,"ams",109
"62","ams06",47,129,0,0,10,1,0,0,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,3097,2,"corta","S01_C2",1427,1.2971,"El agente cortÃ³ los materiales",750,852,934,1093,1102,1214,2367,"cortÃ³",2,"ams",109
"63","ams08",60,129,5,1,0,0,0,0,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2004,2,"cortÃ³","S01_C2",1427,1.2971,"El agente cortÃ³ los materiales",750,852,934,1093,1102,1214,2367,"corta",4,"ams",109
"64","ams10",14,129,0,0,10,1,0,0,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2638,2,"corta","S01_C2",1427,1.2971,"El agente cortÃ³ los materiales",750,852,934,1093,1102,1214,2367,"cortÃ³",2,"ams",109
"65","ams12",36,129,4,0.4,0,0,6,0.6,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2578,2,"cortÃ³","S01_C2",1427,1.2971,"El agente cortÃ³ los materiales",750,852,934,1093,1102,1214,2367,"corta",4,"ams",109
"66","ams14",29,129,0,0,10,1,0,0,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2086,2,"corta","S01_C2",1427,1.2971,"El agente cortÃ³ los materiales",750,852,934,1093,1102,1214,2367,"cortÃ³",2,"ams",109
"67","ams16",63,129,0,0,0,0,10,1,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2368,2,"cortÃ³","S01_C2",1427,1.2971,"El agente cortÃ³ los materiales",750,852,934,1093,1102,1214,2367,"corta",4,"ams",109
"68","ams18",55,129,0,0,10,1,0,0,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2249,2,"corta","S01_C2",1427,1.2971,"El agente cortÃ³ los materiales",750,852,934,1093,1102,1214,2367,"cortÃ³",2,"ams",109
"69","ies02",67,129,0,0,10,1,0,0,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2158,2,"corta","S01_C2",1427,1.2971,"El agente cortÃ³ los materiales",750,852,934,1093,1102,1214,2367,"cortÃ³",2,"ies",109
"70","ies04",17,129,0,0,0,0,10,1,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2556,2,"cortÃ³","S01_C2",1427,1.2971,"El agente cortÃ³ los materiales",750,852,934,1093,1102,1214,2367,"corta",4,"ies",109
"71","ies06",67,129,0,0,10,1,0,0,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2715,2,"corta","S01_C2",1427,1.2971,"El agente cortÃ³ los materiales",750,852,934,1093,1102,1214,2367,"cortÃ³",2,"ies",109
"72","ies08",80,129,0,0,10,1,0,0,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2423,2,"cortÃ³","S01_C2",1427,1.2971,"El agente cortÃ³ los materiales",750,852,934,1093,1102,1214,2367,"corta",4,"ies",109
"73","ies10",60,129,0,0,10,1,0,0,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2461,2,"corta","S01_C2",1427,1.2971,"El agente cortÃ³ los materiales",750,852,934,1093,1102,1214,2367,"cortÃ³",2,"ies",109
"74","ies12",5,129,0,0,10,1,0,0,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,3056,2,"cortÃ³","S01_C2",1427,1.2971,"El agente cortÃ³ los materiales",750,852,934,1093,1102,1214,2367,"corta",4,"ies",109
"75","ies14",95,129,0,0,10,1,0,0,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2096,2,"corta","S01_C2",1427,1.2971,"El agente cortÃ³ los materiales",750,852,934,1093,1102,1214,2367,"cortÃ³",2,"ies",109
"76","ims02",76,129,0,0,0,0,10,1,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2316,2,"cortÃ³","S01_C2",1427,1.2971,"El agente cortÃ³ los materiales",750,852,934,1093,1102,1214,2367,"corta",4,"ims",109
"77","ims04",82,129,0,0,10,1,0,0,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2589,2,"corta","S01_C2",1427,1.2971,"El agente cortÃ³ los materiales",750,852,934,1093,1102,1214,2367,"cortÃ³",2,"ims",109
"78","ims06",99,129,0,0,0,0,10,1,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2282,2,"cortÃ³","S01_C2",1427,1.2971,"El agente cortÃ³ los materiales",750,852,934,1093,1102,1214,2367,"corta",4,"ims",109
"79","ims08",82,129,0,0,10,1,0,0,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2853,2,"corta","S01_C2",1427,1.2971,"El agente cortÃ³ los materiales",750,852,934,1093,1102,1214,2367,"cortÃ³",2,"ims",109
"80","ims10",88,129,0,0,0,0,10,1,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2038,2,"cortÃ³","S01_C2",1427,1.2971,"El agente cortÃ³ los materiales",750,852,934,1093,1102,1214,2367,"corta",4,"ims",109
"81","ims12",36,129,0,0,0,0,10,1,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2048,2,"corta","S01_C2",1427,1.2971,"El agente cortÃ³ los materiales",750,852,934,1093,1102,1214,2367,"cortÃ³",2,"ims",109
"82","ims14",25,129,0,0,10,1,0,0,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2140,2,"cortÃ³","S01_C2",1427,1.2971,"El agente cortÃ³ los materiales",750,852,934,1093,1102,1214,2367,"corta",4,"ims",109
"83","mon02",7,129,0,0,0,0,10,1,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2108,2,"corta","S01_C2",1427,1.2971,"El agente cortÃ³ los materiales",750,852,934,1093,1102,1214,2367,"cortÃ³",2,"mon",109
"84","mon04",66,129,0,0,10,1,0,0,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2707,2,"cortÃ³","S01_C2",1427,1.2971,"El agente cortÃ³ los materiales",750,852,934,1093,1102,1214,2367,"corta",4,"mon",109
"85","mon06",44,129,0,0,10,1,0,0,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2729,2,"corta","S01_C2",1427,1.2971,"El agente cortÃ³ los materiales",750,852,934,1093,1102,1214,2367,"cortÃ³",2,"mon",109
"86","mon08",37,129,0,0,0,0,10,1,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2247,2,"cortÃ³","S01_C2",1427,1.2971,"El agente cortÃ³ los materiales",750,852,934,1093,1102,1214,2367,"corta",4,"mon",109
"87","mon10",97,129,0,0,10,1,0,0,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2123,2,"corta","S01_C2",1427,1.2971,"El agente cortÃ³ los materiales",750,852,934,1093,1102,1214,2367,"cortÃ³",2,"mon",109
"88","mon12",70,129,0,0,10,1,0,0,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2293,2,"cortÃ³","S01_C2",1427,1.2971,"El agente cortÃ³ los materiales",750,852,934,1093,1102,1214,2367,"corta",4,"mon",109
"89","mon14",57,129,0,0,0,0,10,1,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2073,2,"corta","S01_C2",1427,1.2971,"El agente cortÃ³ los materiales",750,852,934,1093,1102,1214,2367,"cortÃ³",2,"mon",109
"90","mon16",24,129,0,0,10,1,0,0,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2443,2,"cortÃ³","S01_C2",1427,1.2971,"El agente cortÃ³ los materiales",750,852,934,1093,1102,1214,2367,"corta",4,"mon",109
"91","mon18",19,129,0,0,10,1,0,0,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2547,2,"corta","S01_C2",1427,1.2971,"El agente cortÃ³ los materiales",750,852,934,1093,1102,1214,2367,"cortÃ³",2,"mon",109
"92","mon20",77,129,0,0,10,1,0,0,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2027,2,"cortÃ³","S01_C2",1427,1.2971,"El agente cortÃ³ los materiales",750,852,934,1093,1102,1214,2367,"corta",4,"mon",109
"93","mon22",52,129,0,0,10,1,0,0,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2176,2,"corta","S01_C2",1427,1.2971,"El agente cortÃ³ los materiales",750,852,934,1093,1102,1214,2367,"cortÃ³",2,"mon",109
"94","mon24",62,129,0,0,10,1,0,0,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2866,2,"cortÃ³","S01_C2",1427,1.2971,"El agente cortÃ³ los materiales",750,852,934,1093,1102,1214,2367,"corta",4,"mon",109
"95","mon26",64,129,0,0,10,1,0,0,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2350,2,"corta","S01_C2",1427,1.2971,"El agente cortÃ³ los materiales",750,852,934,1093,1102,1214,2367,"cortÃ³",2,"mon",109
"96","mon28",71,129,0,0,0,0,10,1,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2078,2,"cortÃ³","S01_C2",1427,1.2971,"El agente cortÃ³ los materiales",750,852,934,1093,1102,1214,2367,"corta",4,"mon",109
"97","mon30",6,129,0,0,10,1,0,0,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2586,2,"corta","S01_C2",1427,1.2971,"El agente cortÃ³ los materiales",750,852,934,1093,1102,1214,2367,"cortÃ³",2,"mon",109
"98","aes02",89,120,0,0,0,0,10,1,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2117,1,"pintÃ³","S02_C1",1624,1.4582,"El alum2 pinta su cuader2",693,792,893,1002,1021,1073,1879,"pinta",4,"aes",100
"99","aes04",44,120,0,0,0,0,10,1,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2776,1,"pinto","S02_C1",1624,1.4582,"El alum2 pinta su cuader2",693,792,893,1002,1021,1073,1879,"pinta",2,"aes",100
"100","aes06",56,120,0,0,0,0,10,1,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2264,1,"pintÃ³","S02_C1",1624,1.4582,"El alum2 pinta su cuader2",693,792,893,1002,1021,1073,1879,"pinta",4,"aes",100
"101","aes08",59,120,0,0,0,0,10,1,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2101,1,"pinto","S02_C1",1624,1.4582,"El alum2 pinta su cuader2",693,792,893,1002,1021,1073,1879,"pinta",2,"aes",100
"102","aes10",14,120,0,0,0,0,10,1,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2439,1,"pintÃ³","S02_C1",1624,1.4582,"El alum2 pinta su cuader2",693,792,893,1002,1021,1073,1879,"pinta",4,"aes",100
"103","aes12",71,120,0,0,10,1,0,0,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2616,1,"pinto","S02_C1",1624,1.4582,"El alum2 pinta su cuader2",693,792,893,1002,1021,1073,1879,"pinta",2,"aes",100
"104","aes14",22,120,0,0,0,0,10,1,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2179,1,"pintÃ³","S02_C1",1624,1.4582,"El alum2 pinta su cuader2",693,792,893,1002,1021,1073,1879,"pinta",4,"aes",100
"105","aes16",60,120,0,0,0,0,10,1,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2357,1,"pinto","S02_C1",1624,1.4582,"El alum2 pinta su cuader2",693,792,893,1002,1021,1073,1879,"pinta",2,"aes",100
"106","aes18",21,120,0,0,0,0,10,1,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2399,1,"pintÃ³","S02_C1",1624,1.4582,"El alum2 pinta su cuader2",693,792,893,1002,1021,1073,1879,"pinta",4,"aes",100
"107","aes20",81,120,0,0,0,0,10,1,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2027,1,"pinto","S02_C1",1624,1.4582,"El alum2 pinta su cuader2",693,792,893,1002,1021,1073,1879,"pinta",2,"aes",100
"108","ams02",27,120,0,0,0,0,10,1,"1: IA_TARGET","2: IA_DISTRACTOR","0: NULL",1,2119,1,"pinto","S02_C1",1624,1.4582,"El alum2 pinta su cuader2",693,792,893,1002,1021,1073,1879,"pinta",2,"ams",100
