subject_id,date,trial_num,condition,deviation
im04,2020/02/14 19:52:03,1,spondee,0.06666666666666667
im04,2020/02/14 19:52:03,2,spondee,0.06666666666666667
im04,2020/02/14 19:52:03,3,spondee,0.05
im04,2020/02/14 19:52:03,4,spondee,-0.01666666666666672
im04,2020/02/14 19:52:03,5,spondee,0.03333333333333333
im04,2020/02/14 19:52:03,6,spondee,0.05
im04,2020/02/14 19:52:03,7,spondee,-0.033333333333333326
im04,2020/02/14 19:52:03,8,spondee,-0.050000000000000044
im04,2020/02/14 19:52:03,9,spondee,-0.08333333333333337
im04,2020/02/14 19:52:03,10,spondee,-0.09999999999999998
im04,2020/02/14 19:52:03,11,stressed_spondee,0.08333333333333333
im04,2020/02/14 19:52:03,12,stressed_spondee,0.03333333333333333
im04,2020/02/14 19:52:03,13,stressed_spondee,-0.01666666666666672
im04,2020/02/14 19:52:03,14,stressed_spondee,0.0
im04,2020/02/14 19:52:03,15,stressed_spondee,0.05
im04,2020/02/14 19:52:03,16,stressed_spondee,-0.01666666666666672
im04,2020/02/14 19:52:03,17,stressed_spondee,0.23333333333333334
im04,2020/02/14 19:52:03,18,stressed_spondee,-0.033333333333333326
im04,2020/02/14 19:52:03,19,stressed_spondee,-0.16666666666666663
im04,2020/02/14 19:52:03,20,stressed_spondee,0.0
im04,2020/02/14 19:52:03,21,trochee,0.06666666666666667
im04,2020/02/14 19:52:03,22,trochee,0.16666666666666666
im04,2020/02/14 19:52:03,23,trochee,0.05
im04,2020/02/14 19:52:03,24,trochee,-0.43999999999999995
im04,2020/02/14 19:52:03,25,trochee,0.05
im04,2020/02/14 19:52:03,26,trochee,0.06666666666666667
im04,2020/02/14 19:52:03,27,trochee,0.016666666666666666
im04,2020/02/14 19:52:03,28,trochee,0.05
im04,2020/02/14 19:52:03,29,trochee,0.15
im04,2020/02/14 19:52:03,30,trochee,-0.026666666666666672
im04,2020/02/14 19:52:03,31,unpredictable,-0.3916666666666667
im04,2020/02/14 19:52:03,32,unpredictable,-0.4750000000000001
im04,2020/02/14 19:52:03,33,unpredictable,-0.09166666666666656
im04,2020/02/14 19:52:03,34,unpredictable,NA
im04,2020/02/14 19:52:03,35,unpredictable,0.16666666666666666
im04,2020/02/14 19:52:03,36,unpredictable,0.18333333333333332
im04,2020/02/14 19:52:03,37,unpredictable,0.3333333333333333
im04,2020/02/14 19:52:03,38,unpredictable,0.26666666666666666
im04,2020/02/14 19:52:03,39,unpredictable,0.21666666666666667
im04,2020/02/14 19:52:03,40,unpredictable,0.16666666666666666
