subject_id,date,trial_num,condition,deviation
mo27,2020/01/14 16:21:14,1,spondee,-0.43333333333333335
mo27,2020/01/14 16:21:14,2,spondee,-0.4
mo27,2020/01/14 16:21:14,3,spondee,-0.45
mo27,2020/01/14 16:21:14,4,spondee,-0.48333333333333334
mo27,2020/01/14 16:21:14,5,spondee,-0.5166666666666666
mo27,2020/01/14 16:21:14,6,spondee,-0.5166666666666666
mo27,2020/01/14 16:21:14,7,spondee,-0.5166666666666666
mo27,2020/01/14 16:21:14,8,spondee,-0.4
mo27,2020/01/14 16:21:14,9,spondee,-0.55
mo27,2020/01/14 16:21:14,10,spondee,-0.4166666666666667
mo27,2020/01/14 16:21:14,11,stressed_spondee,-0.3
mo27,2020/01/14 16:21:14,12,stressed_spondee,-0.38333333333333336
mo27,2020/01/14 16:21:14,13,stressed_spondee,-0.4666666666666667
mo27,2020/01/14 16:21:14,14,stressed_spondee,-0.43333333333333335
mo27,2020/01/14 16:21:14,15,stressed_spondee,-0.45
mo27,2020/01/14 16:21:14,16,stressed_spondee,-0.5166666666666666
mo27,2020/01/14 16:21:14,17,stressed_spondee,-0.45
mo27,2020/01/14 16:21:14,18,stressed_spondee,-0.5
mo27,2020/01/14 16:21:14,19,stressed_spondee,-0.43333333333333335
mo27,2020/01/14 16:21:14,20,stressed_spondee,-0.5333333333333333
mo27,2020/01/14 16:21:14,21,trochee,-0.5733333333333333
mo27,2020/01/14 16:21:14,22,trochee,-0.24333333333333335
mo27,2020/01/14 16:21:14,23,trochee,-0.09333333333333332
mo27,2020/01/14 16:21:14,24,trochee,-0.26
mo27,2020/01/14 16:21:14,25,trochee,-0.26
mo27,2020/01/14 16:21:14,26,trochee,-0.74
mo27,2020/01/14 16:21:14,27,trochee,-0.74
mo27,2020/01/14 16:21:14,28,trochee,-0.74
mo27,2020/01/14 16:21:14,29,trochee,-0.69
mo27,2020/01/14 16:21:14,30,trochee,-0.26
mo27,2020/01/14 16:21:14,31,unpredictable,-0.675
mo27,2020/01/14 16:21:14,32,unpredictable,-0.2916666666666666
mo27,2020/01/14 16:21:14,33,unpredictable,-0.7083333333333335
mo27,2020/01/14 16:21:14,34,unpredictable,-0.24166666666666659
mo27,2020/01/14 16:21:14,35,unpredictable,-0.5083333333333334
mo27,2020/01/14 16:21:14,36,unpredictable,-0.30833333333333324
mo27,2020/01/14 16:21:14,37,unpredictable,-0.7416666666666667
mo27,2020/01/14 16:21:14,38,unpredictable,-0.2749999999999999
mo27,2020/01/14 16:21:14,39,unpredictable,-0.24166666666666659
mo27,2020/01/14 16:21:14,40,unpredictable,-0.6416666666666668
