subject_id,date,trial_num,condition,deviation
ae20,2020/02/13 19:01:27,1,spondee,0.11666666666666667
ae20,2020/02/13 19:01:27,2,spondee,0.15
ae20,2020/02/13 19:01:27,3,spondee,-0.01666666666666672
ae20,2020/02/13 19:01:27,4,spondee,0.05
ae20,2020/02/13 19:01:27,5,spondee,0.05
ae20,2020/02/13 19:01:27,6,spondee,0.06666666666666667
ae20,2020/02/13 19:01:27,7,spondee,0.05
ae20,2020/02/13 19:01:27,8,spondee,0.16666666666666666
ae20,2020/02/13 19:01:27,9,spondee,0.16666666666666666
ae20,2020/02/13 19:01:27,10,spondee,0.05
ae20,2020/02/13 19:01:27,11,stressed_spondee,0.08333333333333333
ae20,2020/02/13 19:01:27,12,stressed_spondee,NA
ae20,2020/02/13 19:01:27,13,stressed_spondee,0.03333333333333333
ae20,2020/02/13 19:01:27,14,stressed_spondee,0.08333333333333333
ae20,2020/02/13 19:01:27,15,stressed_spondee,0.11666666666666667
ae20,2020/02/13 19:01:27,16,stressed_spondee,-0.09999999999999998
ae20,2020/02/13 19:01:27,17,stressed_spondee,0.05
ae20,2020/02/13 19:01:27,18,stressed_spondee,0.1
ae20,2020/02/13 19:01:27,19,stressed_spondee,0.016666666666666666
ae20,2020/02/13 19:01:27,20,stressed_spondee,0.1
ae20,2020/02/13 19:01:27,21,trochee,0.15
ae20,2020/02/13 19:01:27,22,trochee,-0.15666666666666662
ae20,2020/02/13 19:01:27,23,trochee,0.2
ae20,2020/02/13 19:01:27,24,trochee,0.2
ae20,2020/02/13 19:01:27,25,trochee,-0.05666666666666664
ae20,2020/02/13 19:01:27,26,trochee,-0.040000000000000036
ae20,2020/02/13 19:01:27,27,trochee,0.3
ae20,2020/02/13 19:01:27,28,trochee,0.8
ae20,2020/02/13 19:01:27,29,trochee,0.2
ae20,2020/02/13 19:01:27,30,trochee,-0.05666666666666664
ae20,2020/02/13 19:01:27,31,unpredictable,0.11666666666666667
ae20,2020/02/13 19:01:27,32,unpredictable,-0.3583333333333334
ae20,2020/02/13 19:01:27,33,unpredictable,0.15
ae20,2020/02/13 19:01:27,34,unpredictable,-0.025000000000000133
ae20,2020/02/13 19:01:27,35,unpredictable,0.40833333333333344
ae20,2020/02/13 19:01:27,36,unpredictable,0.38333333333333336
ae20,2020/02/13 19:01:27,37,unpredictable,0.21666666666666667
ae20,2020/02/13 19:01:27,38,unpredictable,0.36666666666666664
ae20,2020/02/13 19:01:27,39,unpredictable,0.05
ae20,2020/02/13 19:01:27,40,unpredictable,0.16666666666666666
