subject_id,date,trial_num,condition,deviation
ie33,2020/08/04 18:36:04,1,spondee,-0.23333333333333328
ie33,2020/08/04 18:36:04,2,spondee,0.05
ie33,2020/08/04 18:36:04,3,spondee,0.06666666666666667
ie33,2020/08/04 18:36:04,4,spondee,0.016666666666666666
ie33,2020/08/04 18:36:04,5,spondee,0.06666666666666667
ie33,2020/08/04 18:36:04,6,spondee,0.016666666666666666
ie33,2020/08/04 18:36:04,7,spondee,0.05
ie33,2020/08/04 18:36:04,8,spondee,0.1
ie33,2020/08/04 18:36:04,9,spondee,-0.09999999999999998
ie33,2020/08/04 18:36:04,10,spondee,0.13333333333333333
ie33,2020/08/04 18:36:04,11,stressed_spondee,0.06666666666666667
ie33,2020/08/04 18:36:04,12,stressed_spondee,0.0
ie33,2020/08/04 18:36:04,13,stressed_spondee,-0.050000000000000044
ie33,2020/08/04 18:36:04,14,stressed_spondee,-0.01666666666666672
ie33,2020/08/04 18:36:04,15,stressed_spondee,-0.050000000000000044
ie33,2020/08/04 18:36:04,16,stressed_spondee,0.03333333333333333
ie33,2020/08/04 18:36:04,17,stressed_spondee,0.0
ie33,2020/08/04 18:36:04,18,stressed_spondee,0.05
ie33,2020/08/04 18:36:04,19,stressed_spondee,0.03333333333333333
ie33,2020/08/04 18:36:04,20,stressed_spondee,-0.01666666666666672
ie33,2020/08/04 18:36:04,21,trochee,0.21666666666666667
ie33,2020/08/04 18:36:04,22,trochee,-0.49
ie33,2020/08/04 18:36:04,23,trochee,-0.43999999999999995
ie33,2020/08/04 18:36:04,24,trochee,-0.3733333333333333
ie33,2020/08/04 18:36:04,25,trochee,0.03333333333333333
ie33,2020/08/04 18:36:04,26,trochee,0.26666666666666666
ie33,2020/08/04 18:36:04,27,trochee,-0.3566666666666667
ie33,2020/08/04 18:36:04,28,trochee,-0.49
ie33,2020/08/04 18:36:04,29,trochee,-0.5233333333333333
ie33,2020/08/04 18:36:04,30,trochee,-0.09333333333333332
ie33,2020/08/04 18:36:04,31,unpredictable,0.17500000000000004
ie33,2020/08/04 18:36:04,32,unpredictable,0.025000000000000133
ie33,2020/08/04 18:36:04,33,unpredictable,-0.2250000000000001
ie33,2020/08/04 18:36:04,34,unpredictable,-0.42500000000000004
ie33,2020/08/04 18:36:04,35,unpredictable,-0.5750000000000001
ie33,2020/08/04 18:36:04,36,unpredictable,0.13333333333333333
ie33,2020/08/04 18:36:04,37,unpredictable,0.07500000000000007
ie33,2020/08/04 18:36:04,38,unpredictable,-0.12499999999999989
ie33,2020/08/04 18:36:04,39,unpredictable,-0.5250000000000001
ie33,2020/08/04 18:36:04,40,unpredictable,-0.10833333333333323
