subject_id,date,trial_num,condition,deviation
am21,2020/03/05 12:03:23,1,spondee,-0.01666666666666672
am21,2020/03/05 12:03:23,2,spondee,0.0
am21,2020/03/05 12:03:23,3,spondee,-0.033333333333333326
am21,2020/03/05 12:03:23,4,spondee,0.016666666666666666
am21,2020/03/05 12:03:23,5,spondee,0.05
am21,2020/03/05 12:03:23,6,spondee,-0.01666666666666672
am21,2020/03/05 12:03:23,7,spondee,0.016666666666666666
am21,2020/03/05 12:03:23,8,spondee,-0.01666666666666672
am21,2020/03/05 12:03:23,9,spondee,-0.01666666666666672
am21,2020/03/05 12:03:23,10,spondee,-0.01666666666666672
am21,2020/03/05 12:03:23,11,stressed_spondee,-0.06666666666666665
am21,2020/03/05 12:03:23,12,stressed_spondee,-0.033333333333333326
am21,2020/03/05 12:03:23,13,stressed_spondee,-0.01666666666666672
am21,2020/03/05 12:03:23,14,stressed_spondee,-0.033333333333333326
am21,2020/03/05 12:03:23,15,stressed_spondee,-0.01666666666666672
am21,2020/03/05 12:03:23,16,stressed_spondee,-0.050000000000000044
am21,2020/03/05 12:03:23,17,stressed_spondee,-0.08333333333333337
am21,2020/03/05 12:03:23,18,stressed_spondee,-0.5
am21,2020/03/05 12:03:23,19,stressed_spondee,0.0
am21,2020/03/05 12:03:23,20,stressed_spondee,-0.06666666666666665
am21,2020/03/05 12:03:23,21,trochee,-0.10666666666666669
am21,2020/03/05 12:03:23,22,trochee,-0.043333333333333335
am21,2020/03/05 12:03:23,23,trochee,-0.043333333333333335
am21,2020/03/05 12:03:23,24,trochee,-0.040000000000000036
am21,2020/03/05 12:03:23,25,trochee,-0.040000000000000036
am21,2020/03/05 12:03:23,26,trochee,-0.07333333333333336
am21,2020/03/05 12:03:23,27,trochee,-0.07333333333333336
am21,2020/03/05 12:03:23,28,trochee,-0.07333333333333336
am21,2020/03/05 12:03:23,29,trochee,-0.026666666666666672
am21,2020/03/05 12:03:23,30,trochee,-0.08999999999999997
am21,2020/03/05 12:03:23,31,unpredictable,-0.3750000000000001
am21,2020/03/05 12:03:23,32,unpredictable,-0.45833333333333337
am21,2020/03/05 12:03:23,33,unpredictable,0.06666666666666667
am21,2020/03/05 12:03:23,34,unpredictable,-0.025000000000000133
am21,2020/03/05 12:03:23,35,unpredictable,0.7
am21,2020/03/05 12:03:23,36,unpredictable,0.025000000000000133
am21,2020/03/05 12:03:23,37,unpredictable,-0.3750000000000001
am21,2020/03/05 12:03:23,38,unpredictable,0.5
am21,2020/03/05 12:03:23,39,unpredictable,0.17500000000000004
am21,2020/03/05 12:03:23,40,unpredictable,0.05
