,subject_id,date,lang,level,sequence,response,time,correct
0,mo28,2020/01/14 18:14:22,es,3,"2, 4, 12","2, 4, 12",4.547506204999081,1
1,mo28,2020/01/14 18:14:22,es,3,"4, 3, 12","4, 3, 12",4.781152183999438,1
2,mo28,2020/01/14 18:14:22,es,3,"12, 6, 2","12, 6, 2",6.547107705999224,1
3,mo28,2020/01/14 18:14:22,es,4,"12, 13, 15, 10","12, 13, 15, 10",4.914359002999845,1
4,mo28,2020/01/14 18:14:22,es,4,"13, 8, 5, 6","13, 8, 5, 6",4.514497850001135,1
5,mo28,2020/01/14 18:14:22,es,4,"10, 4, 12, 11","10, 4, 12, 11",4.931242652000947,1
6,mo28,2020/01/14 18:14:22,es,5,"14, 8, 12, 11, 2","14, 8, 12, 11, 2",6.16479187799996,1
7,mo28,2020/01/14 18:14:22,es,5,"11, 5, 6, 14, 8","11, 5, 6, 14, 8",5.280422801999521,1
8,mo28,2020/01/14 18:14:22,es,5,"8, 10, 2, 13, 3","8, 10, 2, 13, 3",6.031309472999055,1
9,mo28,2020/01/14 18:14:22,es,6,"12, 3, 4, 9, 7, 13","12, 3, 4, 7, 9, 13",8.247340771000381,0
10,mo28,2020/01/14 18:14:22,es,6,"0, 1, 7, 10, 6, 14","0, 1, 7, 10, 6, 14",6.481050968999625,1
11,mo28,2020/01/14 18:14:22,es,6,"9, 1, 14, 13, 4, 5","1, 14, 9, 4, 5, 13",8.814654882000468,0
12,mo28,2020/01/14 18:14:22,es,7,"14, 6, 11, 8, 10, 3, 13","14, 6, 11, 8, 3, 13, 10",10.046347338999112,0
13,mo28,2020/01/14 18:14:22,es,7,"10, 15, 2, 8, 7, 13, 0","10, 15, 2, 7, 13, 0, 8",14.963539091000712,0
14,mo28,2020/01/14 18:14:22,es,7,"12, 8, 15, 11, 6, 4, 14","8, 12, 11, 15, 4, 10, 14",9.547012069999255,0
15,mo28,2020/01/14 18:14:22,es,8,"11, 10, 15, 5, 4, 7, 13, 12","11, 10, 15, 5, 4, 7, 13, 12",7.747378636000576,1
16,mo28,2020/01/14 18:14:22,es,8,"6, 7, 1, 11, 14, 9, 10, 15","6, 7, 1, 11, 10, 13, 5, 15",16.496922985999845,0
17,mo28,2020/01/14 18:14:22,es,8,"5, 1, 14, 8, 9, 3, 4, 11","5, 1, 14, 8, 3, 4, 15, 9",11.92999680399953,0
18,mo28,2020/01/14 18:14:22,es,9,"14, 0, 7, 10, 4, 8, 13, 3, 6","14, 0, 7, 10, 11, 13, 3, 6, 9",14.596464938998906,0
19,mo28,2020/01/14 18:14:22,es,9,"12, 11, 9, 2, 1, 7, 10, 0, 4","12, 11, 9, 2, 1, 3, 10, 5, 8",17.646787436000523,0
20,mo28,2020/01/14 18:14:22,es,9,"15, 6, 13, 3, 8, 4, 0, 9, 12","15, 9, 3, 0, 4, 6, 12, 10, 5",27.344643880998774,0
