subject_id,date,trial,direction,speed,deviation_cm,deviation_sec
im09,2020/02/19 16:56:28,1,left,slow,-0.6149666666667342,-0.18968743573927643
im09,2020/02/19 16:56:28,2,right,medium,0.2480000000000322,0.048062015503882206
im09,2020/02/19 16:56:28,3,right,slow,-1.3714333333333952,-0.42302076907260805
im09,2020/02/19 16:56:28,4,right,medium,-0.6119999999999708,-0.11860465116278503
im09,2020/02/19 16:56:28,5,right,fast,-1.136849999999983,-0.16041343304642064
im09,2020/02/19 16:56:28,6,left,medium,-1.557999999999974,-0.30193798449611897
im09,2020/02/19 16:56:28,7,right,medium,2.226000000000038,0.4313953488372167
im09,2020/02/19 16:56:28,8,left,slow,-0.1827000000000707,-0.05635410240594407
im09,2020/02/19 16:56:28,9,right,medium,0.0760000000000316,0.014728682170548759
im09,2020/02/19 16:56:28,10,left,medium,0.5060000000000322,0.0980620155038822
im09,2020/02/19 16:56:28,11,left,fast,-1.2549666666666495,-0.17708009971308727
im09,2020/02/19 16:56:28,12,left,medium,-1.9879999999999756,-0.3852713178294526
im09,2020/02/19 16:56:28,13,right,slow,0.19553333333325984,0.06031256426072173
im09,2020/02/19 16:56:28,14,left,fast,0.044316666666681215,0.006253233620245692
im09,2020/02/19 16:56:28,15,left,medium,-1.557999999999974,-0.30193798449611897
im09,2020/02/19 16:56:28,16,left,fast,-1.2549666666666495,-0.17708009971308727
im09,2020/02/19 16:56:28,17,right,medium,-1.2999999999999732,-0.2519379844961188
im09,2020/02/19 16:56:28,18,left,fast,-0.4281499999999845,-0.06041343304642084
im09,2020/02/19 16:56:28,19,right,fast,-1.373083333333316,-0.1937467663797539
im09,2020/02/19 16:56:28,20,left,fast,-2.6723666666666475,-0.377080099713087
im09,2020/02/19 16:56:28,21,left,slow,-1.8037000000000587,-0.5563541024059404
im09,2020/02/19 16:56:28,22,right,medium,-0.6979999999999711,-0.13527131782945176
im09,2020/02/19 16:56:28,23,right,slow,-0.39883333333340243,-0.12302076907261025
im09,2020/02/19 16:56:28,24,right,fast,3.942166666666692,0.5562532336202473
im09,2020/02/19 16:56:28,25,right,slow,0.3035999999999257,0.09364589759405481
im09,2020/02/19 16:56:28,26,left,medium,1.108000000000036,0.2147286821705496
im09,2020/02/19 16:56:28,27,right,slow,-1.0472333333333976,-0.3230207690726088
im09,2020/02/19 16:56:28,28,left,slow,-0.39883333333340243,-0.12302076907261025
im09,2020/02/19 16:56:28,29,right,fast,1.4617166666666783,0.20625323362024528
im09,2020/02/19 16:56:28,30,left,fast,0.28055000000001407,0.039586566953578955
im09,2020/02/19 16:56:28,31,right,fast,-0.19191666666665164,-0.027080099713087575
im09,2020/02/19 16:56:28,32,left,fast,-1.4911999999999823,-0.21041343304642054
im09,2020/02/19 16:56:28,33,right,slow,-0.29076666666673656,-0.08968743573927716
im09,2020/02/19 16:56:28,34,left,slow,-0.8311000000000659,-0.2563541024059426
im09,2020/02/19 16:56:28,35,right,medium,-0.0099999999999687,-0.001937984496117965
im09,2020/02/19 16:56:28,36,right,fast,0.5167833333333469,0.07291990028691223
im09,2020/02/19 16:56:28,37,right,slow,-0.020600000000071894,-0.006354102405944446
im09,2020/02/19 16:56:28,38,left,medium,0.6780000000000328,0.13139534883721565
im09,2020/02/19 16:56:28,39,right,slow,-1.6956333333333928,-0.5230207690726073
im09,2020/02/19 16:56:28,40,left,fast,1.3436000000000128,0.18958656695357878
im09,2020/02/19 16:56:28,41,right,medium,-1.0419999999999723,-0.20193798449611866
im09,2020/02/19 16:56:28,42,left,slow,-0.9391666666667318,-0.2896874357392757
im09,2020/02/19 16:56:28,43,right,slow,-1.587566666666727,-0.4896874357392742
im09,2020/02/19 16:56:28,44,left,slow,-0.5069000000000683,-0.15635410240594333
im09,2020/02/19 16:56:28,45,left,medium,0.9360000000000355,0.18139534883721617
im09,2020/02/19 16:56:28,46,left,slow,-1.0472333333333976,-0.3230207690726088
im09,2020/02/19 16:56:28,47,left,fast,-0.7824999999999838,-0.11041343304642075
im09,2020/02/19 16:56:28,48,left,medium,0.1620000000000319,0.03139534883721548
im09,2020/02/19 16:56:28,49,right,fast,-0.19191666666665164,-0.027080099713087575
im09,2020/02/19 16:56:28,50,right,medium,-0.8699999999999717,-0.1686046511627852
im09,2020/02/19 16:56:28,51,left,fast,1.697950000000013,0.2395865669535788
im09,2020/02/19 16:56:28,52,right,slow,-0.8311000000000659,-0.2563541024059426
im09,2020/02/19 16:56:28,53,right,medium,-0.1819999999999693,-0.035271317829451414
im09,2020/02/19 16:56:28,54,right,fast,1.5798333333333456,0.22291990028691205
im09,2020/02/19 16:56:28,55,left,slow,-0.9391666666667318,-0.2896874357392757
im09,2020/02/19 16:56:28,56,right,fast,-1.7274333333333152,-0.24374676637975382
im09,2020/02/19 16:56:28,57,left,slow,-0.8311000000000659,-0.2563541024059426
im09,2020/02/19 16:56:28,58,left,medium,-1.7299999999999747,-0.33527131782945246
im09,2020/02/19 16:56:28,59,right,fast,0.3986666666666805,0.05625323362024559
im09,2020/02/19 16:56:28,60,left,medium,0.7640000000000349,0.14806201550388273
