subject_id,date,trial,direction,speed,deviation_cm,deviation_sec
ie14,2020/02/13 16:03:59,1,left,fast,-1.4911999999999823,-0.21041343304642054
ie14,2020/02/13 16:03:59,2,left,medium,-1.3859999999999735,-0.26860465116278553
ie14,2020/02/13 16:03:59,3,right,medium,-3.5359999999999756,-0.6852713178294526
ie14,2020/02/13 16:03:59,4,right,fast,-0.4281499999999845,-0.06041343304642084
ie14,2020/02/13 16:03:59,5,left,fast,-2.199899999999981,-0.31041343304642033
ie14,2020/02/13 16:03:59,6,right,fast,-4.325999999999984,-0.6104134330464207
ie14,2020/02/13 16:03:59,7,right,slow,-0.9391666666667318,-0.2896874357392757
ie14,2020/02/13 16:03:59,8,left,medium,0.3340000000000325,0.06472868217054893
ie14,2020/02/13 16:03:59,9,right,medium,0.3340000000000325,0.06472868217054893
ie14,2020/02/13 16:03:59,10,left,fast,4.1784000000000265,0.5895865669535807
ie14,2020/02/13 16:03:59,11,right,fast,-0.5462666666666509,-0.07708009971308748
ie14,2020/02/13 16:03:59,12,left,slow,-0.9391666666667318,-0.2896874357392757
ie14,2020/02/13 16:03:59,13,right,slow,-0.29076666666673656,-0.08968743573927716
ie14,2020/02/13 16:03:59,14,left,medium,2.3120000000000385,0.4480620155038834
ie14,2020/02/13 16:03:59,15,right,slow,-2.235966666666722,-0.6896874357392727
ie14,2020/02/13 16:03:59,16,left,medium,0.7640000000000349,0.14806201550388273
ie14,2020/02/13 16:03:59,17,left,slow,-0.9932000000000647,-0.30635410240594224
ie14,2020/02/13 16:03:59,18,left,medium,1.7100000000000364,0.33139534883721633
ie14,2020/02/13 16:03:59,19,right,medium,-1.2139999999999729,-0.2352713178294521
ie14,2020/02/13 16:03:59,20,left,medium,1.022000000000034,0.19806201550388255
ie14,2020/02/13 16:03:59,21,right,medium,2.3980000000000388,0.46472868217055013
ie14,2020/02/13 16:03:59,22,left,fast,4.414633333333361,0.6229199002869142
ie14,2020/02/13 16:03:59,23,left,slow,0.7898999999999212,0.24364589759405342
ie14,2020/02/13 16:03:59,24,right,fast,0.3986666666666805,0.05625323362024559
ie14,2020/02/13 16:03:59,25,right,slow,-0.9391666666667318,-0.2896874357392757
ie14,2020/02/13 16:03:59,26,left,fast,-3.0267166666666476,-0.427080099713087
ie14,2020/02/13 16:03:59,27,right,medium,-2.8479999999999768,-0.5519379844961195
ie14,2020/02/13 16:03:59,28,right,slow,-0.8851333333333988,-0.27302076907260914
ie14,2020/02/13 16:03:59,29,right,medium,-0.7839999999999714,-0.15193798449611848
ie14,2020/02/13 16:03:59,30,right,fast,0.3986666666666805,0.05625323362024559
ie14,2020/02/13 16:03:59,31,left,medium,1.022000000000034,0.19806201550388255
ie14,2020/02/13 16:03:59,32,left,fast,-1.2549666666666495,-0.17708009971308727
ie14,2020/02/13 16:03:59,33,right,slow,-0.12866666666673776,-0.039687435739277535
ie14,2020/02/13 16:03:59,34,right,fast,3.1153500000000207,0.4395865669535799
ie14,2020/02/13 16:03:59,35,left,medium,1.7960000000000367,0.34806201550388305
ie14,2020/02/13 16:03:59,36,right,fast,1.697950000000013,0.2395865669535788
ie14,2020/02/13 16:03:59,37,left,medium,-1.6439999999999744,-0.31860465116278575
ie14,2020/02/13 16:03:59,38,right,medium,2.74200000000004,0.5313953488372171
ie14,2020/02/13 16:03:59,39,left,fast,2.879116666666686,0.4062532336202464
ie14,2020/02/13 16:03:59,40,left,slow,3.6536666666665685,1.1269792309273807
ie14,2020/02/13 16:03:59,41,right,fast,1.2254833333333455,0.17291990028691204
ie14,2020/02/13 16:03:59,42,left,slow,4.248033333333231,1.3103125642607127
ie14,2020/02/13 16:03:59,43,right,fast,2.7610000000000188,0.3895865669535796
ie14,2020/02/13 16:03:59,44,right,slow,0.8439333333332542,0.26031256426071997
ie14,2020/02/13 16:03:59,45,left,slow,1.3842666666665835,0.42697923092738543
ie14,2020/02/13 16:03:59,46,left,medium,3.344000000000042,0.6480620155038841
ie14,2020/02/13 16:03:59,47,left,slow,1.3842666666665835,0.42697923092738543
ie14,2020/02/13 16:03:59,48,left,fast,-0.07379999999998521,-0.010413433046420941
ie14,2020/02/13 16:03:59,49,right,slow,1.4382999999999164,0.44364589759405193
ie14,2020/02/13 16:03:59,50,right,medium,-0.7839999999999714,-0.15193798449611848
ie14,2020/02/13 16:03:59,51,right,slow,1.2761999999999176,0.39364589759405233
ie14,2020/02/13 16:03:59,52,right,fast,0.3986666666666805,0.05625323362024559
ie14,2020/02/13 16:03:59,53,right,medium,2.3120000000000385,0.4480620155038834
ie14,2020/02/13 16:03:59,54,right,slow,1.4923333333332494,0.4603125642607185
ie14,2020/02/13 16:03:59,55,left,slow,4.139966666666565,1.2769792309273797
ie14,2020/02/13 16:03:59,56,left,fast,0.5167833333333469,0.07291990028691223
ie14,2020/02/13 16:03:59,57,left,slow,0.4116666666665916,0.1269792309273879
ie14,2020/02/13 16:03:59,58,right,medium,0.0760000000000316,0.014728682170548759
ie14,2020/02/13 16:03:59,59,left,fast,-0.31003333333331806,-0.04374676637975421
ie14,2020/02/13 16:03:59,60,left,slow,5.166599999999891,1.593645897594044
